title,genre,description,rating,votes
Bronson,"Action,Biography,Crime","A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.",7.1,93972.0
Despicable Me,"Animation,Adventure,Comedy","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",7.7,410607.0
The Best of Me,"Drama,Romance",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,6.7,49041.0
The Invitation,"Drama,Mystery,Thriller","While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",6.7,40529.0
Zero Dark Thirty,"Drama,History,Thriller","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",7.4,226661.0
Tangled,"Animation,Adventure,Comedy","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",7.8,316459.0
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi","As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",6.6,202380.0
Vacation,"Adventure,Comedy","""Rusty Griswold takes his own family on a road trip to """"Walley World"""" in order to spice things up with his wife and reconnect with his sons.""",6.1,74589.0
Taken,"Action,Thriller","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",7.8,502961.0
Pitch Perfect 2,"Comedy,Music","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",6.5,108306.0
Monsters University,"Animation,Adventure,Comedy",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,7.3,252119.0
Elle,"Crime,Drama,Thriller",A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,7.2,35417.0
Mechanic: Resurrection,"Action,Adventure,Crime","Arthur Bishop thought he had put his murderous past behind him, until his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best: make them look like accidents.",5.6,48161.0
Tusk,"Comedy,Drama,Horror","When podcaster Wallace Bryton goes missing in the backwoods of Manitoba while interviewing a mysterious seafarer named Howard Howe, his best friend Teddy and girlfriend Allison team with an ex-cop to look for him.",5.4,34546.0
The Headhunter's Calling,Drama,"A headhunter whose life revolves around closing deals in a a survival-of-the-fittest boiler room, battles his top rival for control of their job placement company -- his dream of owning the company clashing with the needs of his family.",6.9,164.0
Atonement,"Drama,Mystery,Romance","Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",7.8,202890.0
Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy","As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",7.7,357213.0
Shame,Drama,A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.,7.2,155010.0
Hanna,"Action,Drama,Thriller","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",6.8,164208.0
The Babysitters,Drama,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.,5.7,8914.0
Pride and Prejudice and Zombies,"Action,Horror,Romance",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,5.8,35003.0
300: Rise of an Empire,"Action,Drama,Fantasy","Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",6.2,237887.0
London Has Fallen,"Action,Crime,Drama","In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",5.9,100702.0
The Curious Case of Benjamin Button,"Drama,Fantasy,Romance","Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",7.8,485075.0
Sin City: A Dame to Kill For,"Action,Crime,Thriller",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6.5,122185.0
The Bourne Ultimatum,"Action,Mystery,Thriller",Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,8.1,525700.0
The Purge: Election Year,"Action,Horror,Sci-Fi","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.",6.0,54216.0
3 Idiots,"Comedy,Drama","""Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them """"idiots"""".""",8.4,238789.0
Zoolander 2,Comedy,"Derek and Hansel are lured into modeling again, in Rome, where they find themselves the target of a sinister conspiracy.",4.7,48297.0
World War Z,"Action,Adventure,Horror","Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",7.0,494819.0
Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller","The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",7.4,382459.0
Let Me Make You a Martyr,"Action,Crime,Drama","A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father.",6.4,223.0
Filth,"Comedy,Crime,Drama","A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline-fueled inner demons.",7.1,81301.0
The Longest Ride,"Drama,Romance","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",7.1,58421.0
The imposible,"Drama,Thriller",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,7.6,156189.0
Kick-Ass 2,"Action,Comedy,Crime","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.",6.6,214825.0
Folk Hero & Funny Guy,Comedy,A successful singer-songwriter hatches a plan to help his friend's struggling comedy career and broken love life by hiring him as his opening act on his solo tour.,5.6,220.0
Oz the Great and Powerful,"Adventure,Family,Fantasy","A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.",6.3,181521.0
Brooklyn,"Drama,Romance","An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",7.5,94977.0
Coraline,"Animation,Family,Fantasy","An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",7.7,156620.0
Blue Valentine,"Drama,Romance","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",7.4,151409.0
The Thinning,Thriller,"""""""The Thinning"""" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary »""",6.0,4531.0
